constraint_id,prompt_id,constraint_type,check_text,object_1,object_2,object_1_group,object_2_group,relation,relation_text,target_object,target_object_group,target_count,attribute,attribute_category,attribute_1,attribute_1_category,attribute_2,attribute_2_category,object_slot,attribute_slot
combined_spatial_attribute_031_attr_binding_object_1,combined_spatial_attribute_031,attribute_binding,The napkin in object_1 should have the 'black-and-white checkered' visual attribute.,napkin,,surfaces,,,,napkin,surfaces,,black-and-white checkered,pattern_texture,black-and-white checkered,pattern_texture,,,object_1,object_1
combined_spatial_attribute_031_attr_binding_object_2,combined_spatial_attribute_031,attribute_binding,The marble in object_2 should have the 'glossy white' visual attribute.,,marble,,small_items,,,marble,small_items,,glossy white,material_finish,,,glossy white,material_finish,object_2,object_2
combined_spatial_attribute_031_spatial,combined_spatial_attribute_031,spatial_relation,The subject object for object_1 should be under the subject object for object_2.,napkin,marble,surfaces,small_items,under,under,,,,,,,,,,,
combined_spatial_attribute_032_identity_object_1,combined_spatial_attribute_032,object_identity,The object in object_1 should be identifiable as a cutting board.,cutting board,,surfaces,,,,cutting board,surfaces,,,,,,,,object_1,
combined_spatial_attribute_032_identity_object_2,combined_spatial_attribute_032,object_identity,The object in object_2 should be identifiable as a coin.,,coin,,small_items,,,coin,small_items,,,,,,,,object_2,
combined_spatial_attribute_032_attr_presence_object_1,combined_spatial_attribute_032,attribute_presence,The visual attribute 'blue-and-white striped' should be clearly present in the image.,,,,,,,,,,blue-and-white striped,pattern_texture,blue-and-white striped,pattern_texture,,,,object_1
combined_spatial_attribute_032_attr_presence_object_2,combined_spatial_attribute_032,attribute_presence,The visual attribute 'ceramic' should be clearly present in the image.,,,,,,,,,,ceramic,material_finish,,,ceramic,material_finish,,object_2
combined_spatial_attribute_032_attr_binding_object_1,combined_spatial_attribute_032,attribute_binding,The cutting board in object_1 should have the 'blue-and-white striped' visual attribute.,cutting board,,surfaces,,,,cutting board,surfaces,,blue-and-white striped,pattern_texture,blue-and-white striped,pattern_texture,,,object_1,object_1
combined_spatial_attribute_032_attr_binding_object_2,combined_spatial_attribute_032,attribute_binding,The coin in object_2 should have the 'ceramic' visual attribute.,,coin,,small_items,,,coin,small_items,,ceramic,material_finish,,,ceramic,material_finish,object_2,object_2
combined_spatial_attribute_032_spatial,combined_spatial_attribute_032,spatial_relation,The subject object for object_1 should be under the subject object for object_2.,cutting board,coin,surfaces,small_items,under,under,,,,,,,,,,,
combined_spatial_attribute_033_identity_object_1,combined_spatial_attribute_033,object_identity,The object in object_1 should be identifiable as a index card.,index card,,surfaces,,,,index card,surfaces,,,,,,,,object_1,
combined_spatial_attribute_033_identity_object_2,combined_spatial_attribute_033,object_identity,The object in object_2 should be identifiable as a die.,,die,,small_items,,,die,small_items,,,,,,,,object_2,
combined_spatial_attribute_033_attr_presence_object_1,combined_spatial_attribute_033,attribute_presence,The visual attribute 'blue-and-white striped' should be clearly present in the image.,,,,,,,,,,blue-and-white striped,pattern_texture,blue-and-white striped,pattern_texture,,,,object_1
combined_spatial_attribute_033_attr_presence_object_2,combined_spatial_attribute_033,attribute_presence,The visual attribute 'glossy white' should be clearly present in the image.,,,,,,,,,,glossy white,material_finish,,,glossy white,material_finish,,object_2
combined_spatial_attribute_033_attr_binding_object_1,combined_spatial_attribute_033,attribute_binding,The index card in object_1 should have the 'blue-and-white striped' visual attribute.,index card,,surfaces,,,,index card,surfaces,,blue-and-white striped,pattern_texture,blue-and-white striped,pattern_texture,,,object_1,object_1
combined_spatial_attribute_033_attr_binding_object_2,combined_spatial_attribute_033,attribute_binding,The die in object_2 should have the 'glossy white' visual attribute.,,die,,small_items,,,die,small_items,,glossy white,material_finish,,,glossy white,material_finish,object_2,object_2
combined_spatial_attribute_033_spatial,combined_spatial_attribute_033,spatial_relation,The subject object for object_1 should be under the subject object for object_2.,index card,die,surfaces,small_items,under,under,,,,,,,,,,,
combined_spatial_attribute_034_identity_object_1,combined_spatial_attribute_034,object_identity,The object in object_1 should be identifiable as a index card.,index card,,surfaces,,,,index card,surfaces,,,,,,,,object_1,
combined_spatial_attribute_034_identity_object_2,combined_spatial_attribute_034,object_identity,The object in object_2 should be identifiable as a bottle cap.,,bottle cap,,small_items,,,bottle cap,small_items,,,,,,,,object_2,
combined_spatial_attribute_034_attr_presence_object_1,combined_spatial_attribute_034,attribute_presence,The visual attribute 'multicolored' should be clearly present in the image.,,,,,,,,,,multicolored,pattern_texture,multicolored,pattern_texture,,,,object_1
combined_spatial_attribute_034_attr_presence_object_2,combined_spatial_attribute_034,attribute_presence,The visual attribute 'transparent glass' should be clearly present in the image.,,,,,,,,,,transparent glass,material_finish,,,transparent glass,material_finish,,object_2
combined_spatial_attribute_034_attr_binding_object_1,combined_spatial_attribute_034,attribute_binding,The index card in object_1 should have the 'multicolored' visual attribute.,index card,,surfaces,,,,index card,surfaces,,multicolored,pattern_texture,multicolored,pattern_texture,,,object_1,object_1
combined_spatial_attribute_034_attr_binding_object_2,combined_spatial_attribute_034,attribute_binding,The bottle cap in object_2 should have the 'transparent glass' visual attribute.,,bottle cap,,small_items,,,bottle cap,small_items,,transparent glass,material_finish,,,transparent glass,material_finish,object_2,object_2
combined_spatial_attribute_034_spatial,combined_spatial_attribute_034,spatial_relation,The subject object for object_1 should be under the subject object for object_2.,index card,bottle cap,surfaces,small_items,under,under,,,,,,,,,,,
combined_spatial_attribute_035_identity_object_1,combined_spatial_attribute_035,object_identity,The object in object_1 should be identifiable as a cutting board.,cutting board,,surfaces,,,,cutting board,surfaces,,,,,,,,object_1,
combined_spatial_attribute_035_identity_object_2,combined_spatial_attribute_035,object_identity,The object in object_2 should be identifiable as a paper clip.,,paper clip,,small_items,,,paper clip,small_items,,,,,,,,object_2,
combined_spatial_attribute_035_attr_presence_object_1,combined_spatial_attribute_035,attribute_presence,The visual attribute 'red-and-white striped' should be clearly present in the image.,,,,,,,,,,red-and-white striped,pattern_texture,red-and-white striped,pattern_texture,,,,object_1
combined_spatial_attribute_035_attr_presence_object_2,combined_spatial_attribute_035,attribute_presence,The visual attribute 'ceramic' should be clearly present in the image.,,,,,,,,,,ceramic,material_finish,,,ceramic,material_finish,,object_2
combined_spatial_attribute_035_attr_binding_object_1,combined_spatial_attribute_035,attribute_binding,The cutting board in object_1 should have the 'red-and-white striped' visual attribute.,cutting board,,surfaces,,,,cutting board,surfaces,,red-and-white striped,pattern_texture,red-and-white striped,pattern_texture,,,object_1,object_1
combined_spatial_attribute_035_attr_binding_object_2,combined_spatial_attribute_035,attribute_binding,The paper clip in object_2 should have the 'ceramic' visual attribute.,,paper clip,,small_items,,,paper clip,small_items,,ceramic,material_finish,,,ceramic,material_finish,object_2,object_2
combined_spatial_attribute_035_spatial,combined_spatial_attribute_035,spatial_relation,The subject object for object_1 should be under the subject object for object_2.,cutting board,paper clip,surfaces,small_items,under,under,,,,,,,,,,,
combined_spatial_attribute_036_identity_object_1,combined_spatial_attribute_036,object_identity,The object in object_1 should be identifiable as a notebook.,notebook,,surfaces,,,,notebook,surfaces,,,,,,,,object_1,
combined_spatial_attribute_036_identity_object_2,combined_spatial_attribute_036,object_identity,The object in object_2 should be identifiable as a flat washer.,,flat washer,,small_items,,,flat washer,small_items,,,,,,,,object_2,
combined_spatial_attribute_036_attr_presence_object_1,combined_spatial_attribute_036,attribute_presence,The visual attribute 'red-and-white striped' should be clearly present in the image.,,,,,,,,,,red-and-white striped,pattern_texture,red-and-white striped,pattern_texture,,,,object_1
combined_spatial_attribute_036_attr_presence_object_2,combined_spatial_attribute_036,attribute_presence,The visual attribute 'ceramic' should be clearly present in the image.,,,,,,,,,,ceramic,material_finish,,,ceramic,material_finish,,object_2
combined_spatial_attribute_036_attr_binding_object_1,combined_spatial_attribute_036,attribute_binding,The notebook in object_1 should have the 'red-and-white striped' visual attribute.,notebook,,surfaces,,,,notebook,surfaces,,red-and-white striped,pattern_texture,red-and-white striped,pattern_texture,,,object_1,object_1
combined_spatial_attribute_036_attr_binding_object_2,combined_spatial_attribute_036,attribute_binding,The flat washer in object_2 should have the 'ceramic' visual attribute.,,flat washer,,small_items,,,flat washer,small_items,,ceramic,material_finish,,,ceramic,material_finish,object_2,object_2
combined_spatial_attribute_036_spatial,combined_spatial_attribute_036,spatial_relation,The subject object for object_1 should be under the subject object for object_2.,notebook,flat washer,surfaces,small_items,under,under,,,,,,,,,,,
combined_spatial_cardinality_001_identity_object_1,combined_spatial_cardinality_001,object_identity,The object in object_1 should be identifiable as a die.,die,,small_items,,,,die,small_items,,,,,,,,object_1,
combined_spatial_cardinality_001_identity_object_2,combined_spatial_cardinality_001,object_identity,The object in object_2 should be identifiable as a cup.,,cup,,containers,,,cup,containers,,,,,,,,object_2,
combined_spatial_cardinality_001_cardinality,combined_spatial_cardinality_001,cardinality,The dominant generated object group corresponding to the requested die slot should contain exactly 4 visible instances.,die,,small_items,,,,die,small_items,4,,,,,,,object_1,
combined_spatial_cardinality_001_spatial,combined_spatial_cardinality_001,spatial_relation,The subject object for object_1 should be inside the subject object for object_2.,die,cup,small_items,containers,inside,inside,,,,,,,,,,,
combined_spatial_cardinality_002_identity_object_1,combined_spatial_cardinality_002,object_identity,The object in object_1 should be identifiable as a die.,die,,small_items,,,,die,small_items,,,,,,,,object_1,
combined_spatial_cardinality_002_identity_object_2,combined_spatial_cardinality_002,object_identity,The object in object_2 should be identifiable as a tray.,,tray,,containers,,,tray,containers,,,,,,,,object_2,
combined_spatial_cardinality_002_cardinality,combined_spatial_cardinality_002,cardinality,The dominant generated object group corresponding to the requested die slot should contain exactly 4 visible instances.,die,,small_items,,,,die,small_items,4,,,,,,,object_1,
combined_spatial_cardinality_002_spatial,combined_spatial_cardinality_002,spatial_relation,The subject object for object_1 should be inside the subject object for object_2.,die,tray,small_items,containers,inside,inside,,,,,,,,,,,
combined_spatial_cardinality_003_identity_object_1,combined_spatial_cardinality_003,object_identity,The object in object_1 should be identifiable as a paper clip.,paper clip,,small_items,,,,paper clip,small_items,,,,,,,,object_1,
combined_spatial_cardinality_003_identity_object_2,combined_spatial_cardinality_003,object_identity,The object in object_2 should be identifiable as a small box.,,small box,,containers,,,small box,containers,,,,,,,,object_2,
combined_spatial_cardinality_003_cardinality,combined_spatial_cardinality_003,cardinality,The dominant generated object group corresponding to the requested paper clip slot should contain exactly 4 visible instances.,paper clip,,small_items,,,,paper clip,small_items,4,,,,,,,object_1,
combined_spatial_cardinality_003_spatial,combined_spatial_cardinality_003,spatial_relation,The subject object for object_1 should be inside the subject object for object_2.,paper clip,small box,small_items,containers,inside,inside,,,,,,,,,,,
combined_spatial_cardinality_004_identity_object_1,combined_spatial_cardinality_004,object_identity,The object in object_1 should be identifiable as a rubber band.,rubber band,,small_items,,,,rubber band,small_items,,,,,,,,object_1,
combined_spatial_cardinality_004_identity_object_2,combined_spatial_cardinality_004,object_identity,The object in object_2 should be identifiable as a food container.,,food container,,containers,,,food container,containers,,,,,,,,object_2,
combined_spatial_cardinality_004_cardinality,combined_spatial_cardinality_004,cardinality,The dominant generated object group corresponding to the requested rubber band slot should contain exactly 6 visible instances.,rubber band,,small_items,,,,rubber band,small_items,6,,,,,,,object_1,
combined_spatial_cardinality_004_spatial,combined_spatial_cardinality_004,spatial_relation,The subject object for object_1 should be inside the subject object for object_2.,rubber band,food container,small_items,containers,inside,inside,,,,,,,,,,,
combined_spatial_cardinality_005_identity_object_1,combined_spatial_cardinality_005,object_identity,The object in object_1 should be identifiable as a rubber band.,rubber band,,small_items,,,,rubber band,small_items,,,,,,,,object_1,
combined_spatial_cardinality_005_identity_object_2,combined_spatial_cardinality_005,object_identity,The object in object_2 should be identifiable as a cup.,,cup,,containers,,,cup,containers,,,,,,,,object_2,
combined_spatial_cardinality_005_cardinality,combined_spatial_cardinality_005,cardinality,The dominant generated object group corresponding to the requested rubber band slot should contain exactly 5 visible instances.,rubber band,,small_items,,,,rubber band,small_items,5,,,,,,,object_1,
combined_spatial_cardinality_005_spatial,combined_spatial_cardinality_005,spatial_relation,The subject object for object_1 should be inside the subject object for object_2.,rubber band,cup,small_items,containers,inside,inside,,,,,,,,,,,
combined_spatial_cardinality_006_identity_object_1,combined_spatial_cardinality_006,object_identity,The object in object_1 should be identifiable as a thumbtack.,thumbtack,,small_items,,,,thumbtack,small_items,,,,,,,,object_1,
combined_spatial_cardinality_006_identity_object_2,combined_spatial_cardinality_006,object_identity,The object in object_2 should be identifiable as a food container.,,food container,,containers,,,food container,containers,,,,,,,,object_2,
combined_spatial_cardinality_006_cardinality,combined_spatial_cardinality_006,cardinality,The dominant generated object group corresponding to the requested thumbtack slot should contain exactly 5 visible instances.,thumbtack,,small_items,,,,thumbtack,small_items,5,,,,,,,object_1,
combined_spatial_cardinality_006_spatial,combined_spatial_cardinality_006,spatial_relation,The subject object for object_1 should be inside the subject object for object_2.,thumbtack,food container,small_items,containers,inside,inside,,,,,,,,,,,
combined_spatial_cardinality_007_identity_object_1,combined_spatial_cardinality_007,object_identity,The object in object_1 should be identifiable as a thumbtack.,thumbtack,,small_items,,,,thumbtack,small_items,,,,,,,,object_1,
combined_spatial_cardinality_007_identity_object_2,combined_spatial_cardinality_007,object_identity,The object in object_2 should be identifiable as a small box.,,small box,,containers,,,small box,containers,,,,,,,,object_2,
combined_spatial_cardinality_007_cardinality,combined_spatial_cardinality_007,cardinality,The dominant generated object group corresponding to the requested thumbtack slot should contain exactly 6 visible instances.,thumbtack,,small_items,,,,thumbtack,small_items,6,,,,,,,object_1,
combined_spatial_cardinality_007_spatial,combined_spatial_cardinality_007,spatial_relation,The subject object for object_1 should be inside the subject object for object_2.,thumbtack,small box,small_items,containers,inside,inside,,,,,,,,,,,
combined_spatial_cardinality_008_identity_object_1,combined_spatial_cardinality_008,object_identity,The object in object_1 should be identifiable as a marble.,marble,,small_items,,,,marble,small_items,,,,,,,,object_1,
combined_spatial_cardinality_008_identity_object_2,combined_spatial_cardinality_008,object_identity,The object in object_2 should be identifiable as a serving bowl.,,serving bowl,,containers,,,serving bowl,containers,,,,,,,,object_2,
combined_spatial_cardinality_008_cardinality,combined_spatial_cardinality_008,cardinality,The dominant generated object group corresponding to the requested marble slot should contain exactly 4 visible instances.,marble,,small_items,,,,marble,small_items,4,,,,,,,object_1,
combined_spatial_cardinality_008_spatial,combined_spatial_cardinality_008,spatial_relation,The subject object for object_1 should be to the left of the subject object for object_2.,marble,serving bowl,small_items,containers,left_of,to the left of,,,,,,,,,,,
combined_spatial_cardinality_009_identity_object_1,combined_spatial_cardinality_009,object_identity,The object in object_1 should be identifiable as a thumbtack.,thumbtack,,small_items,,,,thumbtack,small_items,,,,,,,,object_1,
combined_spatial_cardinality_009_identity_object_2,combined_spatial_cardinality_009,object_identity,The object in object_2 should be identifiable as a plate.,,plate,,surfaces,,,plate,surfaces,,,,,,,,object_2,
combined_spatial_cardinality_009_cardinality,combined_spatial_cardinality_009,cardinality,The dominant generated object group corresponding to the requested thumbtack slot should contain exactly 4 visible instances.,thumbtack,,small_items,,,,thumbtack,small_items,4,,,,,,,object_1,
combined_spatial_cardinality_009_spatial,combined_spatial_cardinality_009,spatial_relation,The subject object for object_1 should be to the left of the subject object for object_2.,thumbtack,plate,small_items,surfaces,left_of,to the left of,,,,,,,,,,,
combined_spatial_cardinality_010_identity_object_1,combined_spatial_cardinality_010,object_identity,The object in object_1 should be identifiable as a paper clip.,paper clip,,small_items,,,,paper clip,small_items,,,,,,,,object_1,
combined_spatial_cardinality_010_identity_object_2,combined_spatial_cardinality_010,object_identity,The object in object_2 should be identifiable as a tray.,,tray,,containers,,,tray,containers,,,,,,,,object_2,
combined_spatial_cardinality_010_cardinality,combined_spatial_cardinality_010,cardinality,The dominant generated object group corresponding to the requested paper clip slot should contain exactly 5 visible instances.,paper clip,,small_items,,,,paper clip,small_items,5,,,,,,,object_1,
combined_spatial_cardinality_010_spatial,combined_spatial_cardinality_010,spatial_relation,The subject object for object_1 should be to the left of the subject object for object_2.,paper clip,tray,small_items,containers,left_of,to the left of,,,,,,,,,,,
combined_spatial_cardinality_011_identity_object_1,combined_spatial_cardinality_011,object_identity,The object in object_1 should be identifiable as a safety pin.,safety pin,,small_items,,,,safety pin,small_items,,,,,,,,object_1,
combined_spatial_cardinality_011_identity_object_2,combined_spatial_cardinality_011,object_identity,The object in object_2 should be identifiable as a napkin.,,napkin,,surfaces,,,napkin,surfaces,,,,,,,,object_2,
combined_spatial_cardinality_011_cardinality,combined_spatial_cardinality_011,cardinality,The dominant generated object group corresponding to the requested safety pin slot should contain exactly 5 visible instances.,safety pin,,small_items,,,,safety pin,small_items,5,,,,,,,object_1,
combined_spatial_cardinality_011_spatial,combined_spatial_cardinality_011,spatial_relation,The subject object for object_1 should be to the left of the subject object for object_2.,safety pin,napkin,small_items,surfaces,left_of,to the left of,,,,,,,,,,,
combined_spatial_cardinality_012_identity_object_1,combined_spatial_cardinality_012,object_identity,The object in object_1 should be identifiable as a bottle cap.,bottle cap,,small_items,,,,bottle cap,small_items,,,,,,,,object_1,
combined_spatial_cardinality_012_identity_object_2,combined_spatial_cardinality_012,object_identity,The object in object_2 should be identifiable as a marble.,,marble,,small_items,,,marble,small_items,,,,,,,,object_2,
combined_spatial_cardinality_012_cardinality,combined_spatial_cardinality_012,cardinality,The dominant generated object group corresponding to the requested bottle cap slot should contain exactly 6 visible instances.,bottle cap,,small_items,,,,bottle cap,small_items,6,,,,,,,object_1,
combined_spatial_cardinality_012_spatial,combined_spatial_cardinality_012,spatial_relation,The subject object for object_1 should be to the left of the subject object for object_2.,bottle cap,marble,small_items,small_items,left_of,to the left of,,,,,,,,,,,
combined_spatial_cardinality_013_identity_object_1,combined_spatial_cardinality_013,object_identity,The object in object_1 should be identifiable as a rubber band.,rubber band,,small_items,,,,rubber band,small_items,,,,,,,,object_1,
combined_spatial_cardinality_013_identity_object_2,combined_spatial_cardinality_013,object_identity,The object in object_2 should be identifiable as a small box.,,small box,,containers,,,small box,containers,,,,,,,,object_2,
combined_spatial_cardinality_013_cardinality,combined_spatial_cardinality_013,cardinality,The dominant generated object group corresponding to the requested rubber band slot should contain exactly 3 visible instances.,rubber band,,small_items,,,,rubber band,small_items,3,,,,,,,object_1,
combined_spatial_cardinality_013_spatial,combined_spatial_cardinality_013,spatial_relation,The subject object for object_1 should be to the left of the subject object for object_2.,rubber band,small box,small_items,containers,left_of,to the left of,,,,,,,,,,,
combined_spatial_cardinality_014_identity_object_1,combined_spatial_cardinality_014,object_identity,The object in object_1 should be identifiable as a safety pin.,safety pin,,small_items,,,,safety pin,small_items,,,,,,,,object_1,
combined_spatial_cardinality_014_identity_object_2,combined_spatial_cardinality_014,object_identity,The object in object_2 should be identifiable as a thumbtack.,,thumbtack,,small_items,,,thumbtack,small_items,,,,,,,,object_2,
combined_spatial_cardinality_014_cardinality,combined_spatial_cardinality_014,cardinality,The dominant generated object group corresponding to the requested safety pin slot should contain exactly 4 visible instances.,safety pin,,small_items,,,,safety pin,small_items,4,,,,,,,object_1,
combined_spatial_cardinality_014_spatial,combined_spatial_cardinality_014,spatial_relation,The subject object for object_1 should be to the left of the subject object for object_2.,safety pin,thumbtack,small_items,small_items,left_of,to the left of,,,,,,,,,,,
combined_spatial_cardinality_015_identity_object_1,combined_spatial_cardinality_015,object_identity,The object in object_1 should be identifiable as a die.,die,,small_items,,,,die,small_items,,,,,,,,object_1,
combined_spatial_cardinality_015_identity_object_2,combined_spatial_cardinality_015,object_identity,The object in object_2 should be identifiable as a index card.,,index card,,surfaces,,,index card,surfaces,,,,,,,,object_2,
combined_spatial_cardinality_015_cardinality,combined_spatial_cardinality_015,cardinality,The dominant generated object group corresponding to the requested die slot should contain exactly 3 visible instances.,die,,small_items,,,,die,small_items,3,,,,,,,object_1,
combined_spatial_cardinality_015_spatial,combined_spatial_cardinality_015,spatial_relation,The subject object for object_1 should be on top of the subject object for object_2.,die,index card,small_items,surfaces,on_top_of,on top of,,,,,,,,,,,
combined_spatial_cardinality_016_identity_object_1,combined_spatial_cardinality_016,object_identity,The object in object_1 should be identifiable as a marble.,marble,,small_items,,,,marble,small_items,,,,,,,,object_1,
combined_spatial_cardinality_016_identity_object_2,combined_spatial_cardinality_016,object_identity,The object in object_2 should be identifiable as a index card.,,index card,,surfaces,,,index card,surfaces,,,,,,,,object_2,
combined_spatial_cardinality_016_cardinality,combined_spatial_cardinality_016,cardinality,The dominant generated object group corresponding to the requested marble slot should contain exactly 3 visible instances.,marble,,small_items,,,,marble,small_items,3,,,,,,,object_1,
combined_spatial_cardinality_016_spatial,combined_spatial_cardinality_016,spatial_relation,The subject object for object_1 should be on top of the subject object for object_2.,marble,index card,small_items,surfaces,on_top_of,on top of,,,,,,,,,,,
combined_spatial_cardinality_017_identity_object_1,combined_spatial_cardinality_017,object_identity,The object in object_1 should be identifiable as a flat washer.,flat washer,,small_items,,,,flat washer,small_items,,,,,,,,object_1,
combined_spatial_cardinality_017_identity_object_2,combined_spatial_cardinality_017,object_identity,The object in object_2 should be identifiable as a sheet of paper.,,sheet of paper,,surfaces,,,sheet of paper,surfaces,,,,,,,,object_2,
combined_spatial_cardinality_017_cardinality,combined_spatial_cardinality_017,cardinality,The dominant generated object group corresponding to the requested flat washer slot should contain exactly 4 visible instances.,flat washer,,small_items,,,,flat washer,small_items,4,,,,,,,object_1,
combined_spatial_cardinality_017_spatial,combined_spatial_cardinality_017,spatial_relation,The subject object for object_1 should be on top of the subject object for object_2.,flat washer,sheet of paper,small_items,surfaces,on_top_of,on top of,,,,,,,,,,,
combined_spatial_cardinality_018_identity_object_1,combined_spatial_cardinality_018,object_identity,The object in object_1 should be identifiable as a coin.,coin,,small_items,,,,coin,small_items,,,,,,,,object_1,
combined_spatial_cardinality_018_identity_object_2,combined_spatial_cardinality_018,object_identity,The object in object_2 should be identifiable as a notebook.,,notebook,,surfaces,,,notebook,surfaces,,,,,,,,object_2,
combined_spatial_cardinality_018_cardinality,combined_spatial_cardinality_018,cardinality,The dominant generated object group corresponding to the requested coin slot should contain exactly 5 visible instances.,coin,,small_items,,,,coin,small_items,5,,,,,,,object_1,
combined_spatial_cardinality_018_spatial,combined_spatial_cardinality_018,spatial_relation,The subject object for object_1 should be on top of the subject object for object_2.,coin,notebook,small_items,surfaces,on_top_of,on top of,,,,,,,,,,,
combined_spatial_cardinality_019_identity_object_1,combined_spatial_cardinality_019,object_identity,The object in object_1 should be identifiable as a safety pin.,safety pin,,small_items,,,,safety pin,small_items,,,,,,,,object_1,
combined_spatial_cardinality_019_identity_object_2,combined_spatial_cardinality_019,object_identity,The object in object_2 should be identifiable as a plate.,,plate,,surfaces,,,plate,surfaces,,,,,,,,object_2,
combined_spatial_cardinality_019_cardinality,combined_spatial_cardinality_019,cardinality,The dominant generated object group corresponding to the requested safety pin slot should contain exactly 5 visible instances.,safety pin,,small_items,,,,safety pin,small_items,5,,,,,,,object_1,
combined_spatial_cardinality_019_spatial,combined_spatial_cardinality_019,spatial_relation,The subject object for object_1 should be on top of the subject object for object_2.,safety pin,plate,small_items,surfaces,on_top_of,on top of,,,,,,,,,,,
combined_spatial_cardinality_020_identity_object_1,combined_spatial_cardinality_020,object_identity,The object in object_1 should be identifiable as a button.,button,,small_items,,,,button,small_items,,,,,,,,object_1,
combined_spatial_cardinality_020_identity_object_2,combined_spatial_cardinality_020,object_identity,The object in object_2 should be identifiable as a notebook.,,notebook,,surfaces,,,notebook,surfaces,,,,,,,,object_2,
combined_spatial_cardinality_020_cardinality,combined_spatial_cardinality_020,cardinality,The dominant generated object group corresponding to the requested button slot should contain exactly 6 visible instances.,button,,small_items,,,,button,small_items,6,,,,,,,object_1,
combined_spatial_cardinality_020_spatial,combined_spatial_cardinality_020,spatial_relation,The subject object for object_1 should be on top of the subject object for object_2.,button,notebook,small_items,surfaces,on_top_of,on top of,,,,,,,,,,,
combined_spatial_cardinality_021_identity_object_1,combined_spatial_cardinality_021,object_identity,The object in object_1 should be identifiable as a marble.,marble,,small_items,,,,marble,small_items,,,,,,,,object_1,
combined_spatial_cardinality_021_identity_object_2,combined_spatial_cardinality_021,object_identity,The object in object_2 should be identifiable as a food container.,,food container,,containers,,,food container,containers,,,,,,,,object_2,
combined_spatial_cardinality_021_cardinality,combined_spatial_cardinality_021,cardinality,The dominant generated object group corresponding to the requested marble slot should contain exactly 6 visible instances.,marble,,small_items,,,,marble,small_items,6,,,,,,,object_1,
combined_spatial_cardinality_021_spatial,combined_spatial_cardinality_021,spatial_relation,The subject object for object_1 should be on top of the subject object for object_2.,marble,food container,small_items,containers,on_top_of,on top of,,,,,,,,,,,
combined_spatial_cardinality_022_identity_object_1,combined_spatial_cardinality_022,object_identity,The object in object_1 should be identifiable as a rubber band.,rubber band,,small_items,,,,rubber band,small_items,,,,,,,,object_1,
combined_spatial_cardinality_022_identity_object_2,combined_spatial_cardinality_022,object_identity,The object in object_2 should be identifiable as a cutting board.,,cutting board,,surfaces,,,cutting board,surfaces,,,,,,,,object_2,
combined_spatial_cardinality_022_cardinality,combined_spatial_cardinality_022,cardinality,The dominant generated object group corresponding to the requested rubber band slot should contain exactly 6 visible instances.,rubber band,,small_items,,,,rubber band,small_items,6,,,,,,,object_1,
combined_spatial_cardinality_022_spatial,combined_spatial_cardinality_022,spatial_relation,The subject object for object_1 should be on top of the subject object for object_2.,rubber band,cutting board,small_items,surfaces,on_top_of,on top of,,,,,,,,,,,
combined_spatial_cardinality_023_identity_object_1,combined_spatial_cardinality_023,object_identity,The object in object_1 should be identifiable as a button.,button,,small_items,,,,button,small_items,,,,,,,,object_1,
combined_spatial_cardinality_023_identity_object_2,combined_spatial_cardinality_023,object_identity,The object in object_2 should be identifiable as a tray.,,tray,,containers,,,tray,containers,,,,,,,,object_2,
combined_spatial_cardinality_023_cardinality,combined_spatial_cardinality_023,cardinality,The dominant generated object group corresponding to the requested button slot should contain exactly 3 visible instances.,button,,small_items,,,,button,small_items,3,,,,,,,object_1,
combined_spatial_cardinality_023_spatial,combined_spatial_cardinality_023,spatial_relation,The subject object for object_1 should be outside the subject object for object_2.,button,tray,small_items,containers,outside,outside,,,,,,,,,,,
combined_spatial_cardinality_024_identity_object_1,combined_spatial_cardinality_024,object_identity,The object in object_1 should be identifiable as a thumbtack.,thumbtack,,small_items,,,,thumbtack,small_items,,,,,,,,object_1,
combined_spatial_cardinality_024_identity_object_2,combined_spatial_cardinality_024,object_identity,The object in object_2 should be identifiable as a food container.,,food container,,containers,,,food container,containers,,,,,,,,object_2,
combined_spatial_cardinality_024_cardinality,combined_spatial_cardinality_024,cardinality,The dominant generated object group corresponding to the requested thumbtack slot should contain exactly 3 visible instances.,thumbtack,,small_items,,,,thumbtack,small_items,3,,,,,,,object_1,
combined_spatial_cardinality_024_spatial,combined_spatial_cardinality_024,spatial_relation,The subject object for object_1 should be outside the subject object for object_2.,thumbtack,food container,small_items,containers,outside,outside,,,,,,,,,,,
combined_spatial_cardinality_025_identity_object_1,combined_spatial_cardinality_025,object_identity,The object in object_1 should be identifiable as a coin.,coin,,small_items,,,,coin,small_items,,,,,,,,object_1,
combined_spatial_cardinality_025_identity_object_2,combined_spatial_cardinality_025,object_identity,The object in object_2 should be identifiable as a cup.,,cup,,containers,,,cup,containers,,,,,,,,object_2,
combined_spatial_cardinality_025_cardinality,combined_spatial_cardinality_025,cardinality,The dominant generated object group corresponding to the requested coin slot should contain exactly 4 visible instances.,coin,,small_items,,,,coin,small_items,4,,,,,,,object_1,
combined_spatial_cardinality_025_spatial,combined_spatial_cardinality_025,spatial_relation,The subject object for object_1 should be outside the subject object for object_2.,coin,cup,small_items,containers,outside,outside,,,,,,,,,,,
