image_id,prompt_id,provider,model_name,constraint_id,constraint_type,vlm_label,vlm_reason,parse_status,raw_response
job_0076_gemini_2_5_flash_image_00,combined_spatial_cardinality_001,google,gemini-2.5-flash-image,combined_spatial_cardinality_001_identity_object_2,object_identity,fail,"The image contains a glass, not a clearly identifiable cup.",success,"{""label"": ""fail"", ""reason"": ""The image contains a glass, not a clearly identifiable cup.""}"
job_0076_gemini_2_5_flash_image_00,combined_spatial_cardinality_001,google,gemini-2.5-flash-image,combined_spatial_cardinality_001_cardinality,cardinality,pass,There are exactly four clearly visible dice in the glass.,success,"{""label"": ""pass"", ""reason"": ""There are exactly four clearly visible dice in the glass.""}"
job_0076_gemini_2_5_flash_image_00,combined_spatial_cardinality_001,google,gemini-2.5-flash-image,combined_spatial_cardinality_001_spatial,spatial_relation,pass,Several dice are clearly visible inside a cup.,success,"{""label"": ""pass"", ""reason"": ""Several dice are clearly visible inside a cup.""}"
job_0077_gpt_image_1_00,combined_spatial_cardinality_014,openai,gpt-image-1,combined_spatial_cardinality_014_identity_object_1,object_identity,pass,There are four clearly identifiable standard safety pins in the image.,success,"{""label"": ""pass"", ""reason"": ""There are four clearly identifiable standard safety pins in the image.""}"
job_0077_gpt_image_1_00,combined_spatial_cardinality_014,openai,gpt-image-1,combined_spatial_cardinality_014_identity_object_2,object_identity,pass,A clearly identifiable thumbtack is present on the right side of the image.,success,"{""label"": ""pass"", ""reason"": ""A clearly identifiable thumbtack is present on the right side of the image.""}"
job_0077_gpt_image_1_00,combined_spatial_cardinality_014,openai,gpt-image-1,combined_spatial_cardinality_014_cardinality,cardinality,pass,There are exactly 4 clearly visible standard safety pins.,success,"{""label"": ""pass"", ""reason"": ""There are exactly 4 clearly visible standard safety pins.""}"
job_0077_gpt_image_1_00,combined_spatial_cardinality_014,openai,gpt-image-1,combined_spatial_cardinality_014_spatial,spatial_relation,pass,A standard safety pin is clearly to the left of a thumbtack.,success,"{""label"": ""pass"", ""reason"": ""A standard safety pin is clearly to the left of a thumbtack.""}"
job_0078_gemini_2_5_flash_image_00,combined_spatial_cardinality_026,google,gemini-2.5-flash-image,combined_spatial_cardinality_026_identity_object_1,object_identity,pass,Several clearly identifiable standard safety pins are visible on the desk.,success,"{""label"": ""pass"", ""reason"": ""Several clearly identifiable standard safety pins are visible on the desk.""}"
job_0078_gemini_2_5_flash_image_00,combined_spatial_cardinality_026,google,gemini-2.5-flash-image,combined_spatial_cardinality_026_identity_object_2,object_identity,pass,A clearly identifiable food container is present on the desk.,success,"{""label"": ""pass"", ""reason"": ""A clearly identifiable food container is present on the desk.""}"
job_0078_gemini_2_5_flash_image_00,combined_spatial_cardinality_026,google,gemini-2.5-flash-image,combined_spatial_cardinality_026_cardinality,cardinality,fail,There are more than four clearly visible standard safety pins.,success,"{""label"": ""fail"", ""reason"": ""There are more than four clearly visible standard safety pins.""}"
job_0078_gemini_2_5_flash_image_00,combined_spatial_cardinality_026,google,gemini-2.5-flash-image,combined_spatial_cardinality_026_spatial,spatial_relation,pass,Several standard safety pins are clearly visible outside the food container.,success,"{""label"": ""pass"", ""reason"": ""Several standard safety pins are clearly visible outside the food container.""}"
job_0079_gpt_image_1_00,combined_spatial_cardinality_004,openai,gpt-image-1,combined_spatial_cardinality_004_identity_object_1,object_identity,pass,There are several clearly identifiable thin rubber bands in the container.,success,"{""label"": ""pass"", ""reason"": ""There are several clearly identifiable thin rubber bands in the container.""}"
job_0079_gpt_image_1_00,combined_spatial_cardinality_004,openai,gpt-image-1,combined_spatial_cardinality_004_identity_object_2,object_identity,pass,A clear plastic food container is present in the image.,success,"{""label"": ""pass"", ""reason"": ""A clear plastic food container is present in the image.""}"
job_0079_gpt_image_1_00,combined_spatial_cardinality_004,openai,gpt-image-1,combined_spatial_cardinality_004_cardinality,cardinality,pass,There are exactly 6 clearly visible thin rubber bands in the container.,success,"{""label"": ""pass"", ""reason"": ""There are exactly 6 clearly visible thin rubber bands in the container.""}"
job_0079_gpt_image_1_00,combined_spatial_cardinality_004,openai,gpt-image-1,combined_spatial_cardinality_004_spatial,spatial_relation,pass,Several thin rubber bands are clearly visible inside a food container.,success,"{""label"": ""pass"", ""reason"": ""Several thin rubber bands are clearly visible inside a food container.""}"
job_0080_gemini_2_5_flash_image_00,combined_spatial_cardinality_023,google,gemini-2.5-flash-image,combined_spatial_cardinality_023_identity_object_1,object_identity,pass,There are clearly identifiable standard sewing buttons on the shelf.,success,"{""label"": ""pass"", ""reason"": ""There are clearly identifiable standard sewing buttons on the shelf.""}"
job_0080_gemini_2_5_flash_image_00,combined_spatial_cardinality_023,google,gemini-2.5-flash-image,combined_spatial_cardinality_023_identity_object_2,object_identity,fail,There is no clearly identifiable tray visible on the shelf.,success,"{""label"": ""fail"", ""reason"": ""There is no clearly identifiable tray visible on the shelf.""}"
job_0080_gemini_2_5_flash_image_00,combined_spatial_cardinality_023,google,gemini-2.5-flash-image,combined_spatial_cardinality_023_cardinality,cardinality,fail,There are more than three clearly visible standard sewing buttons.,success,"{""label"": ""fail"", ""reason"": ""There are more than three clearly visible standard sewing buttons.""}"
job_0080_gemini_2_5_flash_image_00,combined_spatial_cardinality_023,google,gemini-2.5-flash-image,combined_spatial_cardinality_023_spatial,spatial_relation,pass,A standard sewing button is clearly visible outside the tray on the shelf.,success,"{""label"": ""pass"", ""reason"": ""A standard sewing button is clearly visible outside the tray on the shelf.""}"
job_0081_gpt_image_1_00,combined_spatial_cardinality_019,openai,gpt-image-1,combined_spatial_cardinality_019_identity_object_1,object_identity,pass,There are several clearly identifiable standard safety pins on the plate.,success,"{""label"": ""pass"", ""reason"": ""There are several clearly identifiable standard safety pins on the plate.""}"
job_0081_gpt_image_1_00,combined_spatial_cardinality_019,openai,gpt-image-1,combined_spatial_cardinality_019_identity_object_2,object_identity,pass,A clearly identifiable plate is present in the center of the image.,success,"{""label"": ""pass"", ""reason"": ""A clearly identifiable plate is present in the center of the image.""}"
job_0081_gpt_image_1_00,combined_spatial_cardinality_019,openai,gpt-image-1,combined_spatial_cardinality_019_cardinality,cardinality,fail,There are six clearly visible standard safety pins on the plate.,success,"{""label"": ""fail"", ""reason"": ""There are six clearly visible standard safety pins on the plate.""}"
job_0081_gpt_image_1_00,combined_spatial_cardinality_019,openai,gpt-image-1,combined_spatial_cardinality_019_spatial,spatial_relation,pass,There are standard safety pins clearly visible on top of a plate.,success,"{""label"": ""pass"", ""reason"": ""There are standard safety pins clearly visible on top of a plate.""}"
job_0082_gemini_2_5_flash_image_00,combined_spatial_cardinality_034,google,gemini-2.5-flash-image,combined_spatial_cardinality_034_identity_object_1,object_identity,pass,Several clearly identifiable standard safety pins are visible on the shelf.,success,"{""label"": ""pass"", ""reason"": ""Several clearly identifiable standard safety pins are visible on the shelf.""}"
job_0082_gemini_2_5_flash_image_00,combined_spatial_cardinality_034,google,gemini-2.5-flash-image,combined_spatial_cardinality_034_identity_object_2,object_identity,pass,A clearly identifiable plate with a croissant is visible on the shelf.,success,"{""label"": ""pass"", ""reason"": ""A clearly identifiable plate with a croissant is visible on the shelf.""}"
job_0082_gemini_2_5_flash_image_00,combined_spatial_cardinality_034,google,gemini-2.5-flash-image,combined_spatial_cardinality_034_cardinality,cardinality,pass,There are exactly 6 clearly visible standard safety pins on the shelf.,success,"{""label"": ""pass"", ""reason"": ""There are exactly 6 clearly visible standard safety pins on the shelf.""}"
job_0082_gemini_2_5_flash_image_00,combined_spatial_cardinality_034,google,gemini-2.5-flash-image,combined_spatial_cardinality_034_spatial,spatial_relation,fail,"The safety pins are to the left of the plate, not to the right.",success,"{""label"": ""fail"", ""reason"": ""The safety pins are to the left of the plate, not to the right.""}"
job_0083_gpt_image_1_00,combined_spatial_cardinality_008,openai,gpt-image-1,combined_spatial_cardinality_008_identity_object_1,object_identity,pass,There are several clearly identifiable marbles in the image.,success,"{""label"": ""pass"", ""reason"": ""There are several clearly identifiable marbles in the image.""}"
job_0083_gpt_image_1_00,combined_spatial_cardinality_008,openai,gpt-image-1,combined_spatial_cardinality_008_identity_object_2,object_identity,pass,A clearly identifiable serving bowl is present in the image.,success,"{""label"": ""pass"", ""reason"": ""A clearly identifiable serving bowl is present in the image.""}"
job_0083_gpt_image_1_00,combined_spatial_cardinality_008,openai,gpt-image-1,combined_spatial_cardinality_008_cardinality,cardinality,fail,There are five clearly visible marbles in the image.,success,"{""label"": ""fail"", ""reason"": ""There are five clearly visible marbles in the image.""}"
job_0083_gpt_image_1_00,combined_spatial_cardinality_008,openai,gpt-image-1,combined_spatial_cardinality_008_spatial,spatial_relation,pass,Several marbles are clearly positioned to the left of the serving bowl.,success,"{""label"": ""pass"", ""reason"": ""Several marbles are clearly positioned to the left of the serving bowl.""}"
job_0084_gemini_2_5_flash_image_00,combined_spatial_cardinality_011,google,gemini-2.5-flash-image,combined_spatial_cardinality_011_identity_object_1,object_identity,pass,There are several clearly identifiable standard safety pins visible on the cloth.,success,"{""label"": ""pass"", ""reason"": ""There are several clearly identifiable standard safety pins visible on the cloth.""}"
job_0084_gemini_2_5_flash_image_00,combined_spatial_cardinality_011,google,gemini-2.5-flash-image,combined_spatial_cardinality_011_identity_object_2,object_identity,pass,A clearly identifiable napkin is present on the table.,success,"{""label"": ""pass"", ""reason"": ""A clearly identifiable napkin is present on the table.""}"
job_0084_gemini_2_5_flash_image_00,combined_spatial_cardinality_011,google,gemini-2.5-flash-image,combined_spatial_cardinality_011_cardinality,cardinality,pass,There are exactly 5 clearly visible standard safety pins on the cloth.,success,"{""label"": ""pass"", ""reason"": ""There are exactly 5 clearly visible standard safety pins on the cloth.""}"
job_0084_gemini_2_5_flash_image_00,combined_spatial_cardinality_011,google,gemini-2.5-flash-image,combined_spatial_cardinality_011_spatial,spatial_relation,fail,"The safety pins are on top of the napkin, not to the left of it.",success,"{""label"": ""fail"", ""reason"": ""The safety pins are on top of the napkin, not to the left of it.""}"
job_0085_gpt_image_1_00,combined_spatial_cardinality_032,openai,gpt-image-1,combined_spatial_cardinality_032_identity_object_1,object_identity,pass,There are five clearly identifiable thumbtacks on the desk.,success,"{""label"": ""pass"", ""reason"": ""There are five clearly identifiable thumbtacks on the desk.""}"
job_0085_gpt_image_1_00,combined_spatial_cardinality_032,openai,gpt-image-1,combined_spatial_cardinality_032_identity_object_2,object_identity,pass,A clearly identifiable marble is present on the left side of the image.,success,"{""label"": ""pass"", ""reason"": ""A clearly identifiable marble is present on the left side of the image.""}"
job_0085_gpt_image_1_00,combined_spatial_cardinality_032,openai,gpt-image-1,combined_spatial_cardinality_032_cardinality,cardinality,pass,There are exactly 5 clearly visible thumbtacks on the desk.,success,"{""label"": ""pass"", ""reason"": ""There are exactly 5 clearly visible thumbtacks on the desk.""}"
job_0085_gpt_image_1_00,combined_spatial_cardinality_032,openai,gpt-image-1,combined_spatial_cardinality_032_spatial,spatial_relation,pass,There are thumbtacks clearly positioned to the right of the marble.,success,"{""label"": ""pass"", ""reason"": ""There are thumbtacks clearly positioned to the right of the marble.""}"
job_0086_gemini_2_5_flash_image_00,combined_spatial_cardinality_030,google,gemini-2.5-flash-image,combined_spatial_cardinality_030_identity_object_1,object_identity,pass,There are two clearly identifiable small paper clips on the table.,success,"{""label"": ""pass"", ""reason"": ""There are two clearly identifiable small paper clips on the table.""}"
job_0086_gemini_2_5_flash_image_00,combined_spatial_cardinality_030,google,gemini-2.5-flash-image,combined_spatial_cardinality_030_identity_object_2,object_identity,ambiguous,"The large spherical object resembles marble but is much larger than a typical marble, making its identity unclear.",success,"{""label"": ""ambiguous"", ""reason"": ""The large spherical object resembles marble but is much larger than a typical marble, making its identity unclear.""}"
job_0086_gemini_2_5_flash_image_00,combined_spatial_cardinality_030,google,gemini-2.5-flash-image,combined_spatial_cardinality_030_cardinality,cardinality,fail,There are only two clearly visible small paper clips.,success,"{""label"": ""fail"", ""reason"": ""There are only two clearly visible small paper clips.""}"
job_0086_gemini_2_5_flash_image_00,combined_spatial_cardinality_030,google,gemini-2.5-flash-image,combined_spatial_cardinality_030_spatial,spatial_relation,pass,A small paper clip is clearly visible to the right of the marble.,success,"{""label"": ""pass"", ""reason"": ""A small paper clip is clearly visible to the right of the marble.""}"
job_0087_gpt_image_1_00,combined_spatial_cardinality_024,openai,gpt-image-1,combined_spatial_cardinality_024_identity_object_1,object_identity,pass,There are several clearly identifiable thumbtacks on the table.,success,"{""label"": ""pass"", ""reason"": ""There are several clearly identifiable thumbtacks on the table.""}"
job_0087_gpt_image_1_00,combined_spatial_cardinality_024,openai,gpt-image-1,combined_spatial_cardinality_024_identity_object_2,object_identity,pass,A clearly identifiable food container is present on the table.,success,"{""label"": ""pass"", ""reason"": ""A clearly identifiable food container is present on the table.""}"
job_0087_gpt_image_1_00,combined_spatial_cardinality_024,openai,gpt-image-1,combined_spatial_cardinality_024_cardinality,cardinality,fail,There are four clearly visible thumbtacks on the table.,success,"{""label"": ""fail"", ""reason"": ""There are four clearly visible thumbtacks on the table.""}"
job_0087_gpt_image_1_00,combined_spatial_cardinality_024,openai,gpt-image-1,combined_spatial_cardinality_024_spatial,spatial_relation,pass,Thumbtacks are clearly visible outside the food container.,success,"{""label"": ""pass"", ""reason"": ""Thumbtacks are clearly visible outside the food container.""}"
job_0088_gemini_2_5_flash_image_00,combined_spatial_cardinality_015,google,gemini-2.5-flash-image,combined_spatial_cardinality_015_identity_object_1,object_identity,pass,Three clearly identifiable dice are present on the paper.,success,"{""label"": ""pass"", ""reason"": ""Three clearly identifiable dice are present on the paper.""}"
job_0088_gemini_2_5_flash_image_00,combined_spatial_cardinality_015,google,gemini-2.5-flash-image,combined_spatial_cardinality_015_identity_object_2,object_identity,pass,A clearly identifiable index card with lines and a hole is visible on the table.,success,"{""label"": ""pass"", ""reason"": ""A clearly identifiable index card with lines and a hole is visible on the table.""}"
job_0088_gemini_2_5_flash_image_00,combined_spatial_cardinality_015,google,gemini-2.5-flash-image,combined_spatial_cardinality_015_cardinality,cardinality,pass,There are exactly three clearly visible dice on the paper.,success,"{""label"": ""pass"", ""reason"": ""There are exactly three clearly visible dice on the paper.""}"
job_0088_gemini_2_5_flash_image_00,combined_spatial_cardinality_015,google,gemini-2.5-flash-image,combined_spatial_cardinality_015_spatial,spatial_relation,pass,Three dice are clearly visible on top of an index card.,success,"{""label"": ""pass"", ""reason"": ""Three dice are clearly visible on top of an index card.""}"
job_0089_gpt_image_1_00,combined_spatial_cardinality_005,openai,gpt-image-1,combined_spatial_cardinality_005_identity_object_1,object_identity,pass,There are clearly identifiable thin rubber bands in the bowl.,success,"{""label"": ""pass"", ""reason"": ""There are clearly identifiable thin rubber bands in the bowl.""}"
job_0089_gpt_image_1_00,combined_spatial_cardinality_005,openai,gpt-image-1,combined_spatial_cardinality_005_identity_object_2,object_identity,fail,"The image shows a bowl, not a clearly identifiable cup.",success,"{""label"": ""fail"", ""reason"": ""The image shows a bowl, not a clearly identifiable cup.""}"
job_0089_gpt_image_1_00,combined_spatial_cardinality_005,openai,gpt-image-1,combined_spatial_cardinality_005_cardinality,cardinality,ambiguous,"The rubber bands are overlapping, making it difficult to confidently count exactly five.",success,"{""label"": ""ambiguous"", ""reason"": ""The rubber bands are overlapping, making it difficult to confidently count exactly five.""}"
job_0089_gpt_image_1_00,combined_spatial_cardinality_005,openai,gpt-image-1,combined_spatial_cardinality_005_spatial,spatial_relation,fail,"There are multiple rubber bands inside the cup, not just one.",success,"{""label"": ""fail"", ""reason"": ""There are multiple rubber bands inside the cup, not just one.""}"
job_0090_gemini_2_5_flash_image_00,combined_spatial_cardinality_022,google,gemini-2.5-flash-image,combined_spatial_cardinality_022_identity_object_1,object_identity,pass,Several clearly identifiable thin rubber bands are visible on the cutting board.,success,"{""label"": ""pass"", ""reason"": ""Several clearly identifiable thin rubber bands are visible on the cutting board.""}"
job_0090_gemini_2_5_flash_image_00,combined_spatial_cardinality_022,google,gemini-2.5-flash-image,combined_spatial_cardinality_022_identity_object_2,object_identity,pass,A clearly identifiable cutting board is present in the image.,success,"{""label"": ""pass"", ""reason"": ""A clearly identifiable cutting board is present in the image.""}"
job_0090_gemini_2_5_flash_image_00,combined_spatial_cardinality_022,google,gemini-2.5-flash-image,combined_spatial_cardinality_022_cardinality,cardinality,fail,There are more than six clearly visible thin rubber bands.,success,"{""label"": ""fail"", ""reason"": ""There are more than six clearly visible thin rubber bands.""}"
job_0090_gemini_2_5_flash_image_00,combined_spatial_cardinality_022,google,gemini-2.5-flash-image,combined_spatial_cardinality_022_spatial,spatial_relation,pass,Several thin rubber bands are clearly visible on top of the cutting board.,success,"{""label"": ""pass"", ""reason"": ""Several thin rubber bands are clearly visible on top of the cutting board.""}"
job_0091_gpt_image_1_00,combined_spatial_cardinality_029,openai,gpt-image-1,combined_spatial_cardinality_029_identity_object_1,object_identity,pass,There are four clearly identifiable thin rubber bands visible.,success,"{""label"": ""pass"", ""reason"": ""There are four clearly identifiable thin rubber bands visible.""}"
job_0091_gpt_image_1_00,combined_spatial_cardinality_029,openai,gpt-image-1,combined_spatial_cardinality_029_identity_object_2,object_identity,pass,A clearly identifiable small box is present in the image.,success,"{""label"": ""pass"", ""reason"": ""A clearly identifiable small box is present in the image.""}"
job_0091_gpt_image_1_00,combined_spatial_cardinality_029,openai,gpt-image-1,combined_spatial_cardinality_029_cardinality,cardinality,pass,There are exactly 4 clearly visible thin rubber bands.,success,"{""label"": ""pass"", ""reason"": ""There are exactly 4 clearly visible thin rubber bands.""}"
job_0091_gpt_image_1_00,combined_spatial_cardinality_029,openai,gpt-image-1,combined_spatial_cardinality_029_spatial,spatial_relation,pass,Thin rubber bands are clearly visible outside a small box.,success,"{""label"": ""pass"", ""reason"": ""Thin rubber bands are clearly visible outside a small box.""}"
job_0092_gemini_2_5_flash_image_00,combined_spatial_cardinality_027,google,gemini-2.5-flash-image,combined_spatial_cardinality_027_identity_object_1,object_identity,pass,There are several clearly identifiable thumbtacks on the picnic blanket.,success,"{""label"": ""pass"", ""reason"": ""There are several clearly identifiable thumbtacks on the picnic blanket.""}"
job_0092_gemini_2_5_flash_image_00,combined_spatial_cardinality_027,google,gemini-2.5-flash-image,combined_spatial_cardinality_027_identity_object_2,object_identity,pass,A clear plastic food container with salad is visible on the picnic blanket.,success,"{""label"": ""pass"", ""reason"": ""A clear plastic food container with salad is visible on the picnic blanket.""}"
job_0092_gemini_2_5_flash_image_00,combined_spatial_cardinality_027,google,gemini-2.5-flash-image,combined_spatial_cardinality_027_cardinality,cardinality,fail,There are five clearly visible thumbtacks.,success,"{""label"": ""fail"", ""reason"": ""There are five clearly visible thumbtacks.""}"
job_0092_gemini_2_5_flash_image_00,combined_spatial_cardinality_027,google,gemini-2.5-flash-image,combined_spatial_cardinality_027_spatial,spatial_relation,pass,Several thumbtacks are clearly visible outside the food container.,success,"{""label"": ""pass"", ""reason"": ""Several thumbtacks are clearly visible outside the food container.""}"
job_0093_gpt_image_1_00,combined_spatial_cardinality_018,openai,gpt-image-1,combined_spatial_cardinality_018_identity_object_1,object_identity,ambiguous,The round objects resemble coins but lack clear markings to confirm they are coins.,success,"{""label"": ""ambiguous"", ""reason"": ""The round objects resemble coins but lack clear markings to confirm they are coins.""}"
job_0093_gpt_image_1_00,combined_spatial_cardinality_018,openai,gpt-image-1,combined_spatial_cardinality_018_identity_object_2,object_identity,pass,A clearly identifiable notebook is present in the image.,success,"{""label"": ""pass"", ""reason"": ""A clearly identifiable notebook is present in the image.""}"
job_0093_gpt_image_1_00,combined_spatial_cardinality_018,openai,gpt-image-1,combined_spatial_cardinality_018_cardinality,cardinality,fail,There are six clearly visible coins on the notebook.,success,"{""label"": ""fail"", ""reason"": ""There are six clearly visible coins on the notebook.""}"
job_0093_gpt_image_1_00,combined_spatial_cardinality_018,openai,gpt-image-1,combined_spatial_cardinality_018_spatial,spatial_relation,pass,Several coin-like objects are clearly visible on top of a notebook.,success,"{""label"": ""pass"", ""reason"": ""Several coin-like objects are clearly visible on top of a notebook.""}"
job_0094_gemini_2_5_flash_image_00,combined_spatial_cardinality_033,google,gemini-2.5-flash-image,combined_spatial_cardinality_033_identity_object_1,object_identity,pass,Several small flat washers are clearly visible and identifiable.,success,"{""label"": ""pass"", ""reason"": ""Several small flat washers are clearly visible and identifiable.""}"
job_0094_gemini_2_5_flash_image_00,combined_spatial_cardinality_033,google,gemini-2.5-flash-image,combined_spatial_cardinality_033_identity_object_2,object_identity,pass,A clearly identifiable standard sewing button is present in the image.,success,"{""label"": ""pass"", ""reason"": ""A clearly identifiable standard sewing button is present in the image.""}"
job_0094_gemini_2_5_flash_image_00,combined_spatial_cardinality_033,google,gemini-2.5-flash-image,combined_spatial_cardinality_033_cardinality,cardinality,pass,There are exactly 6 clearly visible small flat washers in the image.,success,"{""label"": ""pass"", ""reason"": ""There are exactly 6 clearly visible small flat washers in the image.""}"
job_0094_gemini_2_5_flash_image_00,combined_spatial_cardinality_033,google,gemini-2.5-flash-image,combined_spatial_cardinality_033_spatial,spatial_relation,pass,A small flat washer is clearly visible to the right of a standard sewing button.,success,"{""label"": ""pass"", ""reason"": ""A small flat washer is clearly visible to the right of a standard sewing button.""}"
job_0095_gpt_image_1_00,combined_spatial_cardinality_020,openai,gpt-image-1,combined_spatial_cardinality_020_identity_object_1,object_identity,pass,There are several clearly identifiable marbles on the container lid.,success,"{""label"": ""pass"", ""reason"": ""There are several clearly identifiable marbles on the container lid.""}"
job_0095_gpt_image_1_00,combined_spatial_cardinality_020,openai,gpt-image-1,combined_spatial_cardinality_020_identity_object_2,object_identity,pass,A clearly identifiable food container with a lid is present in the image.,success,"{""label"": ""pass"", ""reason"": ""A clearly identifiable food container with a lid is present in the image.""}"
job_0095_gpt_image_1_00,combined_spatial_cardinality_020,openai,gpt-image-1,combined_spatial_cardinality_020_cardinality,cardinality,fail,There are seven clearly visible marbles on the container.,success,"{""label"": ""fail"", ""reason"": ""There are seven clearly visible marbles on the container.""}"
job_0095_gpt_image_1_00,combined_spatial_cardinality_020,openai,gpt-image-1,combined_spatial_cardinality_020_spatial,spatial_relation,pass,Several marbles are clearly visible on top of a food container.,success,"{""label"": ""pass"", ""reason"": ""Several marbles are clearly visible on top of a food container.""}"
job_0096_gemini_2_5_flash_image_00,combined_spatial_cardinality_003,google,gemini-2.5-flash-image,combined_spatial_cardinality_003_identity_object_1,object_identity,pass,There are clearly identifiable small paper clips in the transparent box.,success,"{""label"": ""pass"", ""reason"": ""There are clearly identifiable small paper clips in the transparent box.""}"
job_0096_gemini_2_5_flash_image_00,combined_spatial_cardinality_003,google,gemini-2.5-flash-image,combined_spatial_cardinality_003_identity_object_2,object_identity,pass,A clearly identifiable small box is present on the shelf.,success,"{""label"": ""pass"", ""reason"": ""A clearly identifiable small box is present on the shelf.""}"
job_0096_gemini_2_5_flash_image_00,combined_spatial_cardinality_003,google,gemini-2.5-flash-image,combined_spatial_cardinality_003_cardinality,cardinality,fail,There are more than four small paper clips visible in the box.,success,"{""label"": ""fail"", ""reason"": ""There are more than four small paper clips visible in the box.""}"
job_0096_gemini_2_5_flash_image_00,combined_spatial_cardinality_003,google,gemini-2.5-flash-image,combined_spatial_cardinality_003_spatial,spatial_relation,fail,"There are multiple paper clips inside the box, not just one.",success,"{""label"": ""fail"", ""reason"": ""There are multiple paper clips inside the box, not just one.""}"
job_0097_gpt_image_1_00,combined_spatial_cardinality_031,openai,gpt-image-1,combined_spatial_cardinality_031_identity_object_1,object_identity,pass,Three clearly identifiable standard sewing buttons are visible.,success,"{""label"": ""pass"", ""reason"": ""Three clearly identifiable standard sewing buttons are visible.""}"
job_0097_gpt_image_1_00,combined_spatial_cardinality_031,openai,gpt-image-1,combined_spatial_cardinality_031_identity_object_2,object_identity,pass,A clearly identifiable standard safety pin is present in the image.,success,"{""label"": ""pass"", ""reason"": ""A clearly identifiable standard safety pin is present in the image.""}"
job_0097_gpt_image_1_00,combined_spatial_cardinality_031,openai,gpt-image-1,combined_spatial_cardinality_031_cardinality,cardinality,pass,There are exactly three clearly visible standard sewing buttons.,success,"{""label"": ""pass"", ""reason"": ""There are exactly three clearly visible standard sewing buttons.""}"
job_0097_gpt_image_1_00,combined_spatial_cardinality_031,openai,gpt-image-1,combined_spatial_cardinality_031_spatial,spatial_relation,pass,The sewing buttons are clearly to the right of the safety pin.,success,"{""label"": ""pass"", ""reason"": ""The sewing buttons are clearly to the right of the safety pin.""}"
job_0098_gemini_2_5_flash_image_00,combined_spatial_cardinality_013,google,gemini-2.5-flash-image,combined_spatial_cardinality_013_identity_object_1,object_identity,pass,There are several clearly identifiable thin rubber bands on the table.,success,"{""label"": ""pass"", ""reason"": ""There are several clearly identifiable thin rubber bands on the table.""}"
job_0098_gemini_2_5_flash_image_00,combined_spatial_cardinality_013,google,gemini-2.5-flash-image,combined_spatial_cardinality_013_identity_object_2,object_identity,pass,A clearly identifiable small box is present on the table.,success,"{""label"": ""pass"", ""reason"": ""A clearly identifiable small box is present on the table.""}"
job_0098_gemini_2_5_flash_image_00,combined_spatial_cardinality_013,google,gemini-2.5-flash-image,combined_spatial_cardinality_013_cardinality,cardinality,pass,There are exactly three clearly visible thin rubber bands.,success,"{""label"": ""pass"", ""reason"": ""There are exactly three clearly visible thin rubber bands.""}"
job_0098_gemini_2_5_flash_image_00,combined_spatial_cardinality_013,google,gemini-2.5-flash-image,combined_spatial_cardinality_013_spatial,spatial_relation,pass,Thin rubber bands are clearly to the left of a small box.,success,"{""label"": ""pass"", ""reason"": ""Thin rubber bands are clearly to the left of a small box.""}"
job_0099_gpt_image_1_00,combined_spatial_cardinality_007,openai,gpt-image-1,combined_spatial_cardinality_007_identity_object_1,object_identity,pass,There are several clearly identifiable thumbtacks in the image.,success,"{""label"": ""pass"", ""reason"": ""There are several clearly identifiable thumbtacks in the image.""}"
job_0099_gpt_image_1_00,combined_spatial_cardinality_007,openai,gpt-image-1,combined_spatial_cardinality_007_identity_object_2,object_identity,pass,A clearly identifiable small box is present in the image.,success,"{""label"": ""pass"", ""reason"": ""A clearly identifiable small box is present in the image.""}"
job_0099_gpt_image_1_00,combined_spatial_cardinality_007,openai,gpt-image-1,combined_spatial_cardinality_007_cardinality,cardinality,pass,There are exactly 6 clearly visible thumbtacks in the box.,success,"{""label"": ""pass"", ""reason"": ""There are exactly 6 clearly visible thumbtacks in the box.""}"
job_0099_gpt_image_1_00,combined_spatial_cardinality_007,openai,gpt-image-1,combined_spatial_cardinality_007_spatial,spatial_relation,pass,Multiple thumbtacks are clearly visible inside a small box.,success,"{""label"": ""pass"", ""reason"": ""Multiple thumbtacks are clearly visible inside a small box.""}"
job_0100_gemini_2_5_flash_image_00,combined_spatial_cardinality_025,google,gemini-2.5-flash-image,combined_spatial_cardinality_025_identity_object_1,object_identity,pass,There are several clearly identifiable coins on the table.,success,"{""label"": ""pass"", ""reason"": ""There are several clearly identifiable coins on the table.""}"
job_0100_gemini_2_5_flash_image_00,combined_spatial_cardinality_025,google,gemini-2.5-flash-image,combined_spatial_cardinality_025_identity_object_2,object_identity,pass,A clearly identifiable cup is present holding pencils and brushes.,success,"{""label"": ""pass"", ""reason"": ""A clearly identifiable cup is present holding pencils and brushes.""}"
job_0100_gemini_2_5_flash_image_00,combined_spatial_cardinality_025,google,gemini-2.5-flash-image,combined_spatial_cardinality_025_cardinality,cardinality,pass,There are exactly four clearly visible coins on the table.,success,"{""label"": ""pass"", ""reason"": ""There are exactly four clearly visible coins on the table.""}"
job_0100_gemini_2_5_flash_image_00,combined_spatial_cardinality_025,google,gemini-2.5-flash-image,combined_spatial_cardinality_025_spatial,spatial_relation,pass,Several coins are clearly visible outside the cup on the table.,success,"{""label"": ""pass"", ""reason"": ""Several coins are clearly visible outside the cup on the table.""}"
