repair_id,prompt_id,prompt,source_image_id,source_prompt_id,source_generation_job_id,source_provider,source_model_name,source_image_path,repair_strategy,trigger_label_source,trigger_labels,num_target_constraints,target_constraint_ids,original_prompt,repaired_prompt
repair_human_064_job_0126_gemini_2_5_flash_image_00,repair_human_064_job_0126_gemini_2_5_flash_image_00,"A realistic image of a plastic standard safety pin and a ceramic small paper clip on a workbench with tools.

Important generation instructions:
- Make it clear and easy to judge that the object generated is clearly recognizable as small paper clip, not a vague or ambiguous object-like shape.",job_0126_gemini_2_5_flash_image_00,single_attribute_003,job_0126,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0126_gemini_2_5_flash_image_00.png,repair_all_failed,human,ambiguous;fail,1,single_attribute_003_identity_object_2,A realistic image of a plastic standard safety pin and a ceramic small paper clip on a workbench with tools.,"A realistic image of a plastic standard safety pin and a ceramic small paper clip on a workbench with tools.

Important generation instructions:
- Make it clear and easy to judge that the object generated is clearly recognizable as small paper clip, not a vague or ambiguous object-like shape."
repair_human_065_job_0128_gemini_2_5_flash_image_00,repair_human_065_job_0128_gemini_2_5_flash_image_00,"A clear image of a white speckled index card and a glossy white coin on a lightly cluttered tabletop.

Important generation instructions:
- Make sure that the object generated is exactly index card; do not replace it with a different object category.
- Make it clear and easy to judge that the object generated is clearly recognizable as coin, not a vague or ambiguous object-like shape.",job_0128_gemini_2_5_flash_image_00,single_attribute_021,job_0128,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0128_gemini_2_5_flash_image_00.png,repair_all_failed,human,ambiguous;fail,2,single_attribute_021_identity_object_1;single_attribute_021_identity_object_2,A clear image of a white speckled index card and a glossy white coin on a lightly cluttered tabletop.,"A clear image of a white speckled index card and a glossy white coin on a lightly cluttered tabletop.

Important generation instructions:
- Make sure that the object generated is exactly index card; do not replace it with a different object category.
- Make it clear and easy to judge that the object generated is clearly recognizable as coin, not a vague or ambiguous object-like shape."
repair_human_066_job_0129_gpt_image_1_00,repair_human_066_job_0129_gpt_image_1_00,"A realistic image of a white speckled food container and a blue-and-white striped serving bowl on a picnic blanket with many small objects.

Important generation instructions:
- Make it clear and easy to judge that the object generated is clearly recognizable as food container, not a vague or ambiguous object-like shape.",job_0129_gpt_image_1_00,single_attribute_016,job_0129,openai,gpt-image-1,../data/images/openai_gpt_image_1/job_0129_gpt_image_1_00.png,repair_all_failed,human,ambiguous;fail,1,single_attribute_016_identity_object_1,A realistic image of a white speckled food container and a blue-and-white striped serving bowl on a picnic blanket with many small objects.,"A realistic image of a white speckled food container and a blue-and-white striped serving bowl on a picnic blanket with many small objects.

Important generation instructions:
- Make it clear and easy to judge that the object generated is clearly recognizable as food container, not a vague or ambiguous object-like shape."
repair_human_067_job_0138_gemini_2_5_flash_image_00,repair_human_067_job_0138_gemini_2_5_flash_image_00,"A clear image of exactly 5 small flat washers on a plain desk with soft shadows.

Important generation instructions:
- Make sure that there are exactly 5 small flat washers; do not generate more or fewer, and do not add extra target-like objects.",job_0138_gemini_2_5_flash_image_00,single_cardinality_016,job_0138,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0138_gemini_2_5_flash_image_00.png,repair_all_failed,human,ambiguous;fail,1,single_cardinality_016_cardinality,A clear image of exactly 5 small flat washers on a plain desk with soft shadows.,"A clear image of exactly 5 small flat washers on a plain desk with soft shadows.

Important generation instructions:
- Make sure that there are exactly 5 small flat washers; do not generate more or fewer, and do not add extra target-like objects."
repair_human_068_job_0140_gemini_2_5_flash_image_00,repair_human_068_job_0140_gemini_2_5_flash_image_00,"A realistic image of exactly 4 thin rubber bands on a craft table with beads and art supplies.

Important generation instructions:
- Make sure that there are exactly 4 thin rubber bands; do not generate more or fewer, and do not add extra target-like objects.",job_0140_gemini_2_5_flash_image_00,single_cardinality_010,job_0140,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0140_gemini_2_5_flash_image_00.png,repair_all_failed,human,ambiguous;fail,1,single_cardinality_010_cardinality,A realistic image of exactly 4 thin rubber bands on a craft table with beads and art supplies.,"A realistic image of exactly 4 thin rubber bands on a craft table with beads and art supplies.

Important generation instructions:
- Make sure that there are exactly 4 thin rubber bands; do not generate more or fewer, and do not add extra target-like objects."
repair_human_069_job_0142_gemini_2_5_flash_image_00,repair_human_069_job_0142_gemini_2_5_flash_image_00,"A realistic image of exactly 6 thin rubber bands on a craft table with beads and art supplies.

Important generation instructions:
- Make sure that there are exactly 6 thin rubber bands; do not generate more or fewer, and do not add extra target-like objects.",job_0142_gemini_2_5_flash_image_00,single_cardinality_021,job_0142,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0142_gemini_2_5_flash_image_00.png,repair_all_failed,human,ambiguous;fail,1,single_cardinality_021_cardinality,A realistic image of exactly 6 thin rubber bands on a craft table with beads and art supplies.,"A realistic image of exactly 6 thin rubber bands on a craft table with beads and art supplies.

Important generation instructions:
- Make sure that there are exactly 6 thin rubber bands; do not generate more or fewer, and do not add extra target-like objects."
repair_human_070_job_0144_gemini_2_5_flash_image_00,repair_human_070_job_0144_gemini_2_5_flash_image_00,"A realistic image of exactly 6 standard sewing buttons on a workbench with tools.

Important generation instructions:
- Make sure that there are exactly 6 standard sewing buttons; do not generate more or fewer, and do not add extra target-like objects.",job_0144_gemini_2_5_flash_image_00,single_cardinality_020,job_0144,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0144_gemini_2_5_flash_image_00.png,repair_all_failed,human,ambiguous;fail,1,single_cardinality_020_cardinality,A realistic image of exactly 6 standard sewing buttons on a workbench with tools.,"A realistic image of exactly 6 standard sewing buttons on a workbench with tools.

Important generation instructions:
- Make sure that there are exactly 6 standard sewing buttons; do not generate more or fewer, and do not add extra target-like objects."
repair_human_071_job_0148_gemini_2_5_flash_image_00,repair_human_071_job_0148_gemini_2_5_flash_image_00,"A clear image of exactly 6 small paper clips on a plain desk with soft shadows.

Important generation instructions:
- Make sure that there are exactly 6 small paper clips; do not generate more or fewer, and do not add extra target-like objects.",job_0148_gemini_2_5_flash_image_00,single_cardinality_024,job_0148,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0148_gemini_2_5_flash_image_00.png,repair_all_failed,human,ambiguous;fail,1,single_cardinality_024_cardinality,A clear image of exactly 6 small paper clips on a plain desk with soft shadows.,"A clear image of exactly 6 small paper clips on a plain desk with soft shadows.

Important generation instructions:
- Make sure that there are exactly 6 small paper clips; do not generate more or fewer, and do not add extra target-like objects."
repair_human_072_job_0150_gemini_2_5_flash_image_00,repair_human_072_job_0150_gemini_2_5_flash_image_00,"A clear image of exactly 6 small flat washers on a plain desk with soft shadows.

Important generation instructions:
- Make sure that there are exactly 6 small flat washers; do not generate more or fewer, and do not add extra target-like objects.",job_0150_gemini_2_5_flash_image_00,single_cardinality_023,job_0150,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0150_gemini_2_5_flash_image_00.png,repair_all_failed,human,ambiguous;fail,1,single_cardinality_023_cardinality,A clear image of exactly 6 small flat washers on a plain desk with soft shadows.,"A clear image of exactly 6 small flat washers on a plain desk with soft shadows.

Important generation instructions:
- Make sure that there are exactly 6 small flat washers; do not generate more or fewer, and do not add extra target-like objects."
repair_human_073_job_0151_gpt_image_1_00,repair_human_073_job_0151_gpt_image_1_00,"A realistic image of exactly 6 coins on a crowded kitchen counter with utensils nearby.

Important generation instructions:
- Make sure that there are exactly 6 coins; do not generate more or fewer, and do not add extra target-like objects.",job_0151_gpt_image_1_00,single_cardinality_019,job_0151,openai,gpt-image-1,../data/images/openai_gpt_image_1/job_0151_gpt_image_1_00.png,repair_all_failed,human,ambiguous;fail,1,single_cardinality_019_cardinality,A realistic image of exactly 6 coins on a crowded kitchen counter with utensils nearby.,"A realistic image of exactly 6 coins on a crowded kitchen counter with utensils nearby.

Important generation instructions:
- Make sure that there are exactly 6 coins; do not generate more or fewer, and do not add extra target-like objects."
repair_human_074_job_0154_gemini_2_5_flash_image_00,repair_human_074_job_0154_gemini_2_5_flash_image_00,"A clear image of exactly 5 thin rubber bands on a lightly cluttered tabletop.

Important generation instructions:
- Make sure that there are exactly 5 thin rubber bands; do not generate more or fewer, and do not add extra target-like objects.",job_0154_gemini_2_5_flash_image_00,single_cardinality_018,job_0154,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0154_gemini_2_5_flash_image_00.png,repair_all_failed,human,ambiguous;fail,1,single_cardinality_018_cardinality,A clear image of exactly 5 thin rubber bands on a lightly cluttered tabletop.,"A clear image of exactly 5 thin rubber bands on a lightly cluttered tabletop.

Important generation instructions:
- Make sure that there are exactly 5 thin rubber bands; do not generate more or fewer, and do not add extra target-like objects."
repair_human_075_job_0160_gemini_2_5_flash_image_00,repair_human_075_job_0160_gemini_2_5_flash_image_00,"A realistic image of a serving bowl to the right of a small paper clip on a picnic blanket with many small objects.

Important generation instructions:
- Make sure that the object generated is exactly small paper clip; do not replace it with a different object category.",job_0160_gemini_2_5_flash_image_00,single_spatial_018,job_0160,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0160_gemini_2_5_flash_image_00.png,repair_all_failed,human,ambiguous;fail,1,single_spatial_018_identity_object_2,A realistic image of a serving bowl to the right of a small paper clip on a picnic blanket with many small objects.,"A realistic image of a serving bowl to the right of a small paper clip on a picnic blanket with many small objects.

Important generation instructions:
- Make sure that the object generated is exactly small paper clip; do not replace it with a different object category."
repair_human_076_job_0166_gemini_2_5_flash_image_00,repair_human_076_job_0166_gemini_2_5_flash_image_00,"A clear image of a die inside a tray on a clean surface with a few unrelated objects.

Important generation instructions:
- Make it clear and easy to judge that the object generated is clearly recognizable as tray, not a vague or ambiguous object-like shape.",job_0166_gemini_2_5_flash_image_00,single_spatial_004,job_0166,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0166_gemini_2_5_flash_image_00.png,repair_all_failed,human,ambiguous;fail,1,single_spatial_004_identity_object_2,A clear image of a die inside a tray on a clean surface with a few unrelated objects.,"A clear image of a die inside a tray on a clean surface with a few unrelated objects.

Important generation instructions:
- Make it clear and easy to judge that the object generated is clearly recognizable as tray, not a vague or ambiguous object-like shape."
repair_human_077_job_0171_gpt_image_1_00,repair_human_077_job_0171_gpt_image_1_00,"A clear image of a die outside a cup on a lightly cluttered tabletop.

Important generation instructions:
- Make it clear and easy to judge that the object generated is clearly recognizable as cup, not a vague or ambiguous object-like shape.",job_0171_gpt_image_1_00,single_spatial_014,job_0171,openai,gpt-image-1,../data/images/openai_gpt_image_1/job_0171_gpt_image_1_00.png,repair_all_failed,human,ambiguous;fail,1,single_spatial_014_identity_object_2,A clear image of a die outside a cup on a lightly cluttered tabletop.,"A clear image of a die outside a cup on a lightly cluttered tabletop.

Important generation instructions:
- Make it clear and easy to judge that the object generated is clearly recognizable as cup, not a vague or ambiguous object-like shape."
repair_human_078_job_0172_gemini_2_5_flash_image_00,repair_human_078_job_0172_gemini_2_5_flash_image_00,"A realistic image of a small paper clip on top of a serving bowl on a cluttered desk with many office supplies.

Important generation instructions:
- Make sure that the small paper clip is clearly on top of the serving bowl.",job_0172_gemini_2_5_flash_image_00,single_spatial_011,job_0172,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0172_gemini_2_5_flash_image_00.png,repair_all_failed,human,ambiguous;fail,1,single_spatial_011_spatial,A realistic image of a small paper clip on top of a serving bowl on a cluttered desk with many office supplies.,"A realistic image of a small paper clip on top of a serving bowl on a cluttered desk with many office supplies.

Important generation instructions:
- Make sure that the small paper clip is clearly on top of the serving bowl."
repair_human_079_job_0174_gemini_2_5_flash_image_00,repair_human_079_job_0174_gemini_2_5_flash_image_00,"A clear image of a small flat washer outside a tray on a lightly cluttered tabletop.

Important generation instructions:
- Make sure that the object generated is exactly tray; do not replace it with a different object category.",job_0174_gemini_2_5_flash_image_00,single_spatial_015,job_0174,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0174_gemini_2_5_flash_image_00.png,repair_all_failed,human,ambiguous;fail,1,single_spatial_015_identity_object_2,A clear image of a small flat washer outside a tray on a lightly cluttered tabletop.,"A clear image of a small flat washer outside a tray on a lightly cluttered tabletop.

Important generation instructions:
- Make sure that the object generated is exactly tray; do not replace it with a different object category."
repair_human_080_job_0176_gemini_2_5_flash_image_00,repair_human_080_job_0176_gemini_2_5_flash_image_00,"A clear image of a food container to the right of a small paper clip on a plain desk with soft shadows.

Important generation instructions:
- Make sure that the object generated is exactly small paper clip; do not replace it with a different object category.",job_0176_gemini_2_5_flash_image_00,single_spatial_019,job_0176,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0176_gemini_2_5_flash_image_00.png,repair_all_failed,human,ambiguous;fail,1,single_spatial_019_identity_object_2,A clear image of a food container to the right of a small paper clip on a plain desk with soft shadows.,"A clear image of a food container to the right of a small paper clip on a plain desk with soft shadows.

Important generation instructions:
- Make sure that the object generated is exactly small paper clip; do not replace it with a different object category."
repair_human_081_job_0178_gemini_2_5_flash_image_00,repair_human_081_job_0178_gemini_2_5_flash_image_00,"A realistic image of a small flat washer on top of a serving bowl on a workbench with tools.

Important generation instructions:
- Make sure that the object generated is exactly serving bowl; do not replace it with a different object category.",job_0178_gemini_2_5_flash_image_00,single_spatial_010,job_0178,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0178_gemini_2_5_flash_image_00.png,repair_all_failed,human,ambiguous;fail,1,single_spatial_010_identity_object_2,A realistic image of a small flat washer on top of a serving bowl on a workbench with tools.,"A realistic image of a small flat washer on top of a serving bowl on a workbench with tools.

Important generation instructions:
- Make sure that the object generated is exactly serving bowl; do not replace it with a different object category."
